source_file,user_id,date,time,datetime,direction,contact,phone,type,transaction_type,amount,currency,content,status
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-08,15:08:49,2025-04-08 15:08:49,received,MobileMoney,MobileMoney,SMS,airtime,6126.0,XAF,Current balance: 6126 FCFA ; Available balance: 6126 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-08,15:26:45,2025-04-08 15:26:45,received,MobileMoney,MobileMoney,SMS,transfer,1600.0,XAF,"You have transferred 1600 XAF to N A PHILOMENA SHURI NGANG (237673530699) from your mobile money account 46712858 at 2025-04-08 15:26:40 FEES 57 FCFA. Your new balance: 4469 XAF. Message from sender: 1. Message to receiver: 1. Financial Transaction Id: 12154930891. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-08,17:23:24,2025-04-08 17:23:24,received,MobileMoney,MobileMoney,SMS,transfer,1100.0,XAF,"You have transferred 1100 XAF to N A NIVES SULIY (237683447866) from your mobile money account 46712858 at 2025-04-08 17:23:18 FEES 56 FCFA. Your new balance: 3313 XAF. Message from sender: 1. Message to receiver: 1. Financial Transaction Id: 12156319186. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-08,21:16:38,2025-04-08 21:16:38,received,MobileMoney,MobileMoney,SMS,transfer,100.0,XAF,"A transaction of 100 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-04-08 21:15:50. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:3213 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12159503270. External Transaction Id: 849467537530411032. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-09,08:13:56,2025-04-09 08:13:56,received,MobileMoney,MobileMoney,SMS,airtime,3213.0,XAF,Current balance: 3213 FCFA ; Available balance: 3213 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-09,08:14:18,2025-04-09 08:14:18,received,MobileMoney,MobileMoney,SMS,receive,3100.0,XAF,You have received 3100 XAF from ORNELLA KIAN NDAH (237674116497) on your mobile money account at 2025-04-09 08:14:18. Message from sender: 55. Your new balance:6313 XAF. Financial Transaction Id: 12161751433.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-09,08:52:32,2025-04-09 08:52:32,received,MobileMoney,MobileMoney,SMS,airtime,6313.0,XAF,Current balance: 6313 FCFA ; Available balance: 6313 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-09,08:53:17,2025-04-09 08:53:17,received,MobileMoney,MobileMoney,SMS,airtime,6313.0,XAF,Current balance: 6313 FCFA ; Available balance: 6313 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-09,13:11:58,2025-04-09 13:11:58,received,MobileMoney,MobileMoney,SMS,airtime,6313.0,XAF,Current balance: 6313 FCFA ; Available balance: 6313 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-09,15:35:44,2025-04-09 15:35:44,received,MobileMoney,MobileMoney,SMS,transfer,1050.0,XAF,"You have transferred 1050 XAF to RICHARD OBI UKA (237677816000) from your mobile money account 46712858 at 2025-04-09 15:35:39 FEES 56 FCFA. Your new balance: 5207 XAF. Message from sender: 1. Message to receiver: 1. Financial Transaction Id: 12166474107. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-09,16:22:58,2025-04-09 16:22:58,received,MobileMoney,MobileMoney,SMS,transfer,2600.0,XAF,"You have transferred 2600 XAF to KLOUVIS TAHKEPE MANDZE (237677141177) from your mobile money account 46712858 at 2025-04-09 16:22:56 FEES 59 FCFA. Your new balance: 2548 XAF. Message from sender: 1. Message to receiver: 1. Financial Transaction Id: 12166997795. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-10,07:43:10,2025-04-10 07:43:10,received,MobileMoney,MobileMoney,SMS,transfer,1300.0,XAF,"You have transferred 1300 XAF to NALOVA MANDZE NAWA FAVOUR (237677899805) from your mobile money account 46712858 at 2025-04-10 07:43:07 FEES 57 FCFA. Your new balance: 1191 XAF. Message from sender: 1. Message to receiver: 1. Financial Transaction Id: 12172570219. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-10,08:37:10,2025-04-10 08:37:10,received,MobileMoney,MobileMoney,SMS,airtime,1191.0,XAF,Current balance: 1191 FCFA ; Available balance: 1191 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-10,08:42:23,2025-04-10 08:42:23,received,MobileMoney,MobileMoney,SMS,airtime,1191.0,XAF,Current balance: 1191 FCFA ; Available balance: 1191 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-10,08:43:49,2025-04-10 08:43:49,received,MobileMoney,MobileMoney,SMS,receive,102000.0,XAF,"You have received 102000 XAF of NEW DREAM DINWAI RENE (237675028608 RENE DINWAI) on your Mobile Money 2025-04-10 08:43:38 account. Message from the sender: . Your new balance is 103191 XAF. Fee Paid: 0 XAF. Transaction ID: 12173110707. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-10,08:50:06,2025-04-10 08:50:06,received,MobileMoney,MobileMoney,SMS,airtime,103191.0,XAF,Current balance: 103191 FCFA ; Available balance: 103191 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-10,10:02:56,2025-04-10 10:02:56,received,MobileMoney,MobileMoney,SMS,airtime,103191.0,XAF,Current balance: 103191 FCFA ; Available balance: 103191 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-10,11:11:48,2025-04-10 11:11:48,received,MobileMoney,MobileMoney,SMS,transfer,10000.0,XAF,"You have transferred 10000 XAF to AISHA SAMBANGKENG BULONG (237670662994) from your mobile money account 46712858 at 2025-04-10 11:11:43 FEES 74 FCFA. Your new balance: 93117 XAF. Message from sender: 1. Message to receiver: 1. Financial Transaction Id: 12174580785. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-10,11:17:59,2025-04-10 11:17:59,received,MobileMoney,MobileMoney,SMS,transfer,10000.0,XAF,"You have transferred 10000 XAF to ORLGA ANYE MUDOH (237675807371) from your mobile money account 46712858 at 2025-04-10 11:17:56 FEES 74 FCFA. Your new balance: 83043 XAF. Message from sender: 1. Message to receiver: 1. Financial Transaction Id: 12174645777. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-10,12:09:24,2025-04-10 12:09:24,received,MobileMoney,MobileMoney,SMS,withdraw,300.0,XAF,"You ZACHARY NYANGOH MANDZE (237677734490) have via agent: LUM FAITH CHI COMMUNICATION WORLD (237650500265), withdrawn 300 XAF from your mobile money account: 46712858 at 2025-04-10 12:09:20 and you can now collect your money in cash. Your new balance: 82689 XAF. Fee paid: 54 XAF. Message from agent: BUNDLE_OUT:NULL. Financial Transaction Id: 12175190173. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-10,12:21:34,2025-04-10 12:21:34,received,MobileMoney,MobileMoney,SMS,transfer,3100.0,XAF,"You have transferred 3100 XAF to ISREAL NDONWI (237675830006) from your mobile money account 46712858 at 2025-04-10 12:21:30 FEES 60 FCFA. Your new balance: 79529 XAF. Message from sender: 1. Message to receiver: 1. Financial Transaction Id: 12175321001. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-10,12:46:49,2025-04-10 12:46:49,received,MobileMoney,MobileMoney,SMS,withdraw,4000.0,XAF,"You ZACHARY NYANGOH MANDZE (237677734490) have via agent: TOP DISTRIBUTION NWBDA-CBOX-R1-AJI FRANKLINE (237681317508), withdrawn 4000 XAF from your mobile money account: 46712858 at 2025-04-10 12:46:42 and you can now collect your money in cash. Your new balance: 75465 XAF. Fee paid: 64 XAF. Message from agent: BUNDLE_OUT:NULL. Financial Transaction Id: 12175583517. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-10,14:39:12,2025-04-10 14:39:12,received,MobileMoney,MobileMoney,SMS,transfer,100.0,XAF,"A transaction of 100 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-04-10 14:39:04. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:75365 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12176704389. External Transaction Id: 3703077066367807224. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-11,11:25:33,2025-04-11 11:25:33,received,MobileMoney,MobileMoney,SMS,withdraw,70000.0,XAF,"You ZACHARY NYANGOH MANDZE (237677734490) have via agent: LAURA  NDZIKISAM TUBUO (237650988188), withdrawn 70000 XAF from your mobile money account: 46712858 at 2025-04-11 11:25:28 and you can now collect your money in cash. Your new balance: 4311 XAF. Fee paid: 1054 XAF. Message from agent: BUNDLE_OUT:NULL. Financial Transaction Id: 12185574923. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-11,12:20:26,2025-04-11 12:20:26,received,MobileMoney,MobileMoney,SMS,airtime,4311.0,XAF,Current balance: 4311 FCFA ; Available balance: 4311 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-11,12:37:55,2025-04-11 12:37:55,received,MobileMoney,MobileMoney,SMS,transfer,1500.0,XAF,"You have transferred 1500 XAF to Joan Mbiti TAMFU (237673217349) from your mobile money account 46712858 at 2025-04-11 12:37:49 FEES 57 FCFA. Your new balance: 2754 XAF. Message from sender: 1. Message to receiver: 1. Financial Transaction Id: 12186355641. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-11,13:45:09,2025-04-11 13:45:09,received,MobileMoney,MobileMoney,SMS,transfer,2600.0,XAF,"You have transferred 2600 XAF to PANDITA CHE SWIRRI (237674652972) from your mobile money account 46712858 at 2025-04-11 13:45:07 FEES 59 FCFA. Your new balance: 95 XAF. Message from sender: 1. Message to receiver: 1. Financial Transaction Id: 12187028818. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-12,00:38:42,2025-04-12 00:38:42,received,MobileMoney,MobileMoney,SMS,transfer,50.0,XAF,"A transaction of 50 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-04-12 00:38:32. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:45 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12193517668. External Transaction Id: 3099306946179560372. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-12,21:11:12,2025-04-12 21:11:12,received,MobileMoney,MobileMoney,SMS,receive,1000.0,XAF,You have received 1000 XAF from NALOVA MANDZE NAWA FAVOUR (237677899805) on your mobile money account at 2025-04-12 21:11:11. Message from sender: . Your new balance:1045 XAF. Financial Transaction Id: 12203847794.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-12,21:28:37,2025-04-12 21:28:37,received,MobileMoney,MobileMoney,SMS,airtime,1045.0,XAF,Current balance: 1045 FCFA ; Available balance: 1045 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-13,08:55:02,2025-04-13 08:55:02,received,MobileMoney,MobileMoney,SMS,airtime,1045.0,XAF,Current balance: 1045 FCFA ; Available balance: 1045 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-13,08:55:31,2025-04-13 08:55:31,received,MobileMoney,MobileMoney,SMS,transfer,100.0,XAF,"A transaction of 100 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-04-13 08:55:15. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:945 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12206617629. External Transaction Id: 6676343059450261219. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-14,17:54:08,2025-04-14 17:54:08,received,MobileMoney,MobileMoney,SMS,transfer,100.0,XAF,"A transaction of 100 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-04-14 17:53:58. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:845 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12223942886. External Transaction Id: 1765135026983541788. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-14,20:16:25,2025-04-14 20:16:25,received,MobileMoney,MobileMoney,SMS,transfer,200.0,XAF,"A transaction of 200 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-04-14 20:16:19. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:645 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12225866559. External Transaction Id: 8095305977912603975. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-15,13:21:07,2025-04-15 13:21:07,received,MobileMoney,MobileMoney,SMS,transfer,100.0,XAF,"A transaction of 100 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-04-15 13:21:03. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:545 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12232073186. External Transaction Id: 891443141186319284. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-15,21:39:24,2025-04-15 21:39:24,received,MobileMoney,MobileMoney,SMS,transfer,100.0,XAF,"A transaction of 100 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-04-15 21:39:12. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:445 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12238093937. External Transaction Id: 2683217607327718150. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-16,07:47:26,2025-04-16 07:47:26,received,MobileMoney,MobileMoney,SMS,airtime,195.0,XAF,Current balance: 195 FCFA ; Available balance: 195 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-16,09:08:45,2025-04-16 09:08:45,received,MobileMoney,MobileMoney,SMS,airtime,195.0,XAF,Current balance: 195 FCFA ; Available balance: 195 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-16,11:14:37,2025-04-16 11:14:37,received,MobileMoney,MobileMoney,SMS,airtime,195.0,XAF,Current balance: 195 FCFA ; Available balance: 195 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-16,12:19:55,2025-04-16 12:19:55,received,MobileMoney,MobileMoney,SMS,airtime,195.0,XAF,Current balance: 195 FCFA ; Available balance: 195 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-16,12:58:20,2025-04-16 12:58:20,received,MobileMoney,MobileMoney,SMS,receive,15300.0,XAF,You have received 15300 XAF from LONGCHI FRANKYLINE (237679589999) on your mobile money account at 2025-04-16 12:58:16. Message from sender: . Your new balance:15495 XAF. Financial Transaction Id: 12243175466.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-16,13:04:06,2025-04-16 13:04:06,received,MobileMoney,MobileMoney,SMS,airtime,15495.0,XAF,Current balance: 15495 FCFA ; Available balance: 15495 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-16,13:09:27,2025-04-16 13:09:27,received,MobileMoney,MobileMoney,SMS,transfer,100.0,XAF,"A transaction of 100 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-04-16 13:09:19. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:15395 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12243279297. External Transaction Id: 9075613754845621842. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-16,13:14:37,2025-04-16 13:14:37,received,MobileMoney,MobileMoney,SMS,transfer,10200.0,XAF,"You have transferred 10200 XAF to PASCAL DINYUY SUNJO (237674046069) from your mobile money account 46712858 at 2025-04-16 13:14:26 FEES 74 FCFA. Your new balance: 5121 XAF. Message from sender: 1. Message to receiver: 1. Financial Transaction Id: 12243337530. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-16,14:08:48,2025-04-16 14:08:48,received,MobileMoney,MobileMoney,SMS,airtime,5121.0,XAF,Current balance: 5121 FCFA ; Available balance: 5121 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-16,17:03:59,2025-04-16 17:03:59,received,MobileMoney,MobileMoney,SMS,transfer,100.0,XAF,"A transaction of 100 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-04-16 17:03:42. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:5021 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12245854582. External Transaction Id: 3038615875201070336. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-17,13:32:39,2025-04-17 13:32:39,received,MobileMoney,MobileMoney,SMS,airtime,5021.0,XAF,Current balance: 5021 FCFA ; Available balance: 5021 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-17,16:37:48,2025-04-17 16:37:48,received,MobileMoney,MobileMoney,SMS,transfer,1000.0,XAF,"A transaction of 1000 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-04-17 16:37:42. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:4021 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12256728347. External Transaction Id: 8749124393233325657. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-18,00:59:43,2025-04-18 00:59:43,received,MobileMoney,MobileMoney,SMS,transfer,4021.0,XAF,"A transaction of 4021 XAF by CAMCCUL CREDIT  (CamCCUL-PERSONAL) on your mobile money account successfully completed at 2025-04-18 00:59:40. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: MOMOKASH. Your new balance:0 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12261240633. External Transaction Id: 2025041800593743434490RA. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-18,17:57:51,2025-04-18 17:57:51,received,MobileMoney,MobileMoney,SMS,airtime,0.0,XAF,Current balance: 0 FCFA ; Available balance: 0 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-26,06:34:24,2025-04-26 06:34:24,received,MobileMoney,MobileMoney,SMS,receive,1000.0,XAF,You have received 1000 XAF from AISHA SAMBANGKENG BULONG (237670662994) on your mobile money account at 2025-04-25 20:30:41. Message from sender: . Your new balance:1000 XAF. Financial Transaction Id: 12349772830.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-26,06:34:29,2025-04-26 06:34:29,received,MobileMoney,MobileMoney,SMS,transfer,1000.0,XAF,"A transaction of 1000 XAF by CAMCCUL CREDIT  (CamCCUL-PERSONAL) on your mobile money account successfully completed at 2025-04-25 20:30:44. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:0 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12349773560. External Transaction Id: loan_repayment. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-26,06:51:11,2025-04-26 06:51:11,received,MobileMoney,MobileMoney,SMS,airtime,0.0,XAF,Current balance: 0 FCFA ; Available balance: 0 FCFA ; Airtime  balance: 0 FCFA ; MTN MoMo Gift Balance: 100.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-26,12:29:23,2025-04-26 12:29:23,received,MobileMoney,MobileMoney,SMS,receive,700.0,XAF,You have received 700 XAF from AISHA SAMBANGKENG BULONG (237670662994) on your mobile money account at 2025-04-26 12:29:23. Message from sender: . Your new balance:700 XAF. Financial Transaction Id: 12355595219.,success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-26,12:29:26,2025-04-26 12:29:26,received,MobileMoney,MobileMoney,SMS,transfer,180.0,XAF,"A transaction of 180 XAF by CAMCCUL CREDIT  (CamCCUL-PERSONAL) on your mobile money account successfully completed at 2025-04-26 12:29:26. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:520 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12355595950. External Transaction Id: loan_repayment. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
Messages with MobileMoney 2026-03-20 190409.csv,msg_2026-03-20_190409,2025-04-26,12:31:57,2025-04-26 12:31:57,received,MobileMoney,MobileMoney,SMS,transfer,100.0,XAF,"A transaction of 100 XAF by MTNC BUNDLES_FORFAITS   (MTN_Bundles) on your mobile money account successfully completed at 2025-04-26 12:31:54. The amount was subject to a discount of 0 and coupons worth 0. Message from debit receiver: . Your new balance:420 XAF. Fee was 0 XAF, loyalty fee was 0 and loyalty reward was 0. Financial Transaction Id: 12355615069. External Transaction Id: 5887629748892222928. Subscribe to MoMo Helep with *126*61# and complete your transactions: even without money, initiate your payments and transfers, and MoMo will cover the remaining amount.",success
